titulo,empresa,ubicacion,salario,tipo_contrato,skills,busqueda,modalidad,ciudad,salario_min,salario_max,salario_medio,es_outlier
devops platform engineer,accenture,sevilla - españa,,indefinido,"java, javascript, jenkins",devops,No especificado,sevilla,,,,False
devops engineer (mid-level),deloitte,madrid (híbrido),,indefinido,"aws, azure, gcp",devops,Híbrido,madrid,,,,False
devops configurator - supply & cmo planning,sanofi,barcelona (híbrido),36.000€ - 54.000€ b/a,indefinido,"devops, supply chain",devops,Híbrido,barcelona,36000.0,54000.0,45000.0,False
devops engineer - release & deployment,ust,100% en remoto,,indefinido,"devops, agile, docker",devops,En Remoto,100% en remoto,,,,False
senior devops engineer,ust,100% en remoto,,indefinido,"azure devops, sonarqube, kubernetes",devops,En Remoto,100% en remoto,,,,False
ingeniero devops sailpoint - sds,santander,madrid - españa,,indefinido,"github actions, ci/cd, sailpoint",devops,No especificado,madrid,,,,False
técnico/a de desarrollo de aplicaciones web,acerta certificación s.l.,aravaca - madrid - españa,27.000€ - 33.000€ b/a,indefinido,"api rest, sql, laravel",devops,No especificado,aravaca - madrid,27000.0,33000.0,30000.0,False
contact center callflows / ivr backend engineer,panel sistemas informáticos,100% en remoto,,indefinido,"ivr, twilio, dialogflow cx",devops,En Remoto,100% en remoto,,,,False
ingeniero/a devops,arelance,madrid - españa,27.000€ - 36.000€ b/a,indefinido,"openshift, redhat",devops,No especificado,madrid,27000.0,36000.0,31500.0,False
cloud engineer,aubay,barcelona (híbrido),,indefinido,"aws, azure, openshift",devops,Híbrido,barcelona,,,,False
devsecops,michael page,madrid - españa,,indefinido,"kubernetes, openshift, aws",devops,No especificado,madrid,,,,False
devops y desarrollador backend,gmv,madrid (híbrido),,indefinido,"java, spring boot, git",devops,Híbrido,madrid,,,,False
ingeniero/s devops,sg tech,madrid (híbrido),,indefinido,"docker, kubernetes, bash",devops,Híbrido,madrid,,,,False
aws cloud security engineer,grupo ns,100% en remoto,36.000€ - 48.000€ b/a,indefinido,"python, aws, ci/cd",devops,En Remoto,100% en remoto,36000.0,48000.0,42000.0,False
devops dev spaces/openshift,grupo ns,madrid (presencial),30.000€ - 42.000€ b/a,indefinido,"devops, openshift, dev spaces",devops,Presencial,madrid,30000.0,42000.0,36000.0,False
consultor/a devops,nextret,barcelona (híbrido),45.000€ - 54.000€ b/a,indefinido,"openshift, spring boot, java",devops,Híbrido,barcelona,45000.0,54000.0,49500.0,False
developer cloud aws & kubernetes,grupo ns,barcelona (híbrido),33.000€ - 45.000€ b/a,indefinido,"angular, aws, docker",devops,Híbrido,barcelona,33000.0,45000.0,39000.0,False
ingeniero/a devops openshift,grupo digital,madrid (presencial),,indefinido,"devops, openshift",devops,Presencial,madrid,,,,False
devops security engineer,panel sistemas informáticos,100% en remoto,,indefinido,"terraform, azure, kubernetes",devops,En Remoto,100% en remoto,,,,False
consultor seguridad,grupo digital,100% en remoto,,indefinido,"ciberseguridad, kubernetes, openshift",devops,En Remoto,100% en remoto,,,,False
devops senior - ciberdefensa,cmv consultores,madrid (híbrido),,indefinido,"kubernetes, ciberseguridad, sql",devops,Híbrido,madrid,,,,False
ingeniero devops (ci/cd e iac),pss,barcelona (híbrido),42.000€ - 45.000€ b/a,indefinido,"devops, ci/cd, docker",devops,Híbrido,barcelona,42000.0,45000.0,43500.0,False
cloud observability engineer,deloitte,madrid - españa,,indefinido,"aws, azure, gcp",devops,No especificado,madrid,,,,False
aws cloud engineer con inglés,aubay,barcelona (híbrido),,indefinido,"aws, terraform, gitlab",devops,Híbrido,barcelona,,,,False
devops engineer (tech solutions),michael page,madrid (híbrido),,indefinido,"kubernetes, openshift, ci/cd",devops,Híbrido,madrid,,,,False
site reliability engineering,ust,100% en remoto,,indefinido,"devops, aws, jenkins",devops,En Remoto,100% en remoto,,,,False
software engineer/ devops/ mlops,ust,madrid - españa,,indefinido,"llm, mlops, genai",devops,No especificado,madrid,,,,False
senior java/kotlin backend engineer,hays,barcelona (híbrido),,indefinido,"kotlin, java, terraform",devops,Híbrido,barcelona,,,,False
cloud and devops developer (m/f),airbus,madrid - españa,,indefinido,"ci/cd, docker, kubernetes",devops,No especificado,madrid,,,,False
ai platform engineer,airbus,madrid - españa,,indefinido,"kubernetes, python, linux",devops,No especificado,madrid,,,,False
senior infrastructure engineer,workato,barcelona - españa,,indefinido,"go, python, java",devops,No especificado,barcelona,,,,False
core digital campus full-stack developer,airbus,albacete - españa,,a determinar,"angular, node, bootstrap",devops,No especificado,albacete,,,,False
kafka developer,bnp paribas,madrid (híbrido),,indefinido,"kafka, ci/cd",devops,Híbrido,madrid,,,,False
cloud engineer,gfr technologies se,barcelona - españa,,indefinido,"iac, terraform, ansible",devops,No especificado,barcelona,,,,False
devops engineer,cdmon,malgrat de mar - barcelona (híbrido),27.000€ - 42.000€ b/a,indefinido,"linux, python, go",devops,Híbrido,malgrat de mar - barcelona,27000.0,42000.0,34500.0,False
devops azure,aubay,barcelona - españa,,indefinido,"azure, ci/cd, iac",devops,No especificado,barcelona,,,,False
lead cloud engineer (cliente final),michael page,barcelona (híbrido),48.000€ - 60.000€ b/a,indefinido,"azure, kubernetes, aks",devops,Híbrido,barcelona,48000.0,60000.0,54000.0,False
desarrollador/a backend java con azure,sopra steria,madrid - españa,,indefinido,"java, azure, mongodb",devops,No especificado,madrid,,,,False
devsecops freelance or interim - remote,michael page,100% en remoto,,a determinar,"wiz, crossplane, terraform",devops,En Remoto,100% en remoto,,,,False
cloud security architect,accenture,madrid - españa,,indefinido,"aws, azure, gcp",devops,No especificado,madrid,,,,False
ingeniero/a devops,gmv,madrid (híbrido),,indefinido,"ci/cd, docker, python",devops,Híbrido,madrid,,,,False
experto kafka + devops,sopra steria,madrid - españa,,indefinido,"kafka, apigee, rest",devops,No especificado,madrid,,,,False
cloud engineer - space & critical system,gmv,madrid (híbrido),,indefinido,"cloud, kubernetes, service mesh",devops,Híbrido,madrid,,,,False
cybersecurity cloud architect,santander,madrid - españa,,indefinido,"ciberseguridad, aws, azure",devops,No especificado,madrid,,,,False
system consultant,xci,madrid - españa,,indefinido,"linux, docker, kubernetes",devops,No especificado,madrid,,,,False
técnico/a de i+d+i,michael page,barcelona (híbrido),,indefinido,"c, c++, python",devops,Híbrido,barcelona,,,,False
cloud security automation engineer,santander,madrid - españa,,indefinido,"python, aws, cloudformation",devops,No especificado,madrid,,,,False
devsecops engineer (f/m/d),axpo group,madrid (híbrido),,indefinido,"ci/cd, azure",devops,Híbrido,madrid,,,,False
devops engineer - senior,ey,málaga (híbrido),,indefinido,"azure, github, google cloud",devops,Híbrido,málaga,,,,False
devops - azure,page personnel,madrid - españa,54.000€ - 72.000€ b/a,indefinido,"azure, ci/cd, linux",devops,No especificado,madrid,54000.0,72000.0,63000.0,False
"devops senior azure infraestructura cloud, ci/cd",digital talent agency,barcelona (híbrido),,indefinido,"azure, iac, ci/cd",devops,Híbrido,barcelona,,,,False
senior azure devops - inglés alto,sopra steria,madrid - españa,,indefinido,"azure, iac, powershell",devops,No especificado,madrid,,,,False
system administrador senior,hays,girona (híbrido),,indefinido,"postgresql, redis, nginx",devops,Híbrido,girona,,,,False
system administrator,hays,girona (híbrido),,indefinido,"postgresql, redis, nginx",devops,Híbrido,girona,,,,False
devops engineer,hays,barcelona (híbrido),,indefinido,"linux, iac, ci/cd",devops,Híbrido,barcelona,,,,False
cloud engineer (l3),michael page,barcelona - españa,,indefinido,"azure, vmware, terraform",devops,No especificado,barcelona,,,,False
devops,page personnel,madrid (presencial),45.000€ - 54.000€ b/a,indefinido,"ci/cd, linux, unix",devops,Presencial,madrid,45000.0,54000.0,49500.0,False
specialist ii - cloud infrastructure services,ust,madrid - españa,,indefinido,"azure devops, gitops, jenkins",devops,No especificado,madrid,,,,False
specialist / developer en genesys cloud cx,panel sistemas informáticos,100% en remoto,,indefinido,"genesys cloud, dynatrace, oneagent",devops,En Remoto,100% en remoto,,,,False
senior devops engineer,baoss,madrid - españa,,indefinido,"devops, github actions, terraform",devops,No especificado,madrid,,,,False
devops and qa automation engineer,nestle,madrid - españa,,indefinido,"git, github, playwright",devops,No especificado,madrid,,,,False
consultant - kirby / hammurabi / control-m,globalsysinfo,100% en remoto,30.000€ - 54.000€ b/a,indefinido,"kirby, hammurabi, controlm",devops,En Remoto,100% en remoto,30000.0,54000.0,42000.0,False
senior java developer (aws),ust,100% en remoto,,indefinido,"java, api, springboot",devops,En Remoto,100% en remoto,,,,False
ingeniero/a devsecops,gmv,madrid (híbrido),,indefinido,"docker, kubernetes, pulumi",devops,Híbrido,madrid,,,,False
ingeniero/a de seguridad de redes (firewalls),grupo sermicro,madrid - españa,,indefinido,"cisco, check point, vpn",ciberseguridad,No especificado,madrid,,,,False
analista de ciberseguridad,serem,madrid (híbrido),,indefinido,"ciberseguridad, iso 27001",ciberseguridad,Híbrido,madrid,,,,False
senior vulnerability engineer,michael page,barcelona (híbrido),,temporal,"python, go, aws",ciberseguridad,Híbrido,barcelona,,,,False
técnico/a informático/a jr ciberseguridad (30h),sosmatic,montcada i reixach - barcelona (presencial),18.000€ - 21.000€ b/a,indefinido,"active directory, azure, vpn",ciberseguridad,Presencial,montcada i reixach - barcelona,18000.0,21000.0,19500.0,False
consultor/a junior de ciberseguridad ens,arelance,madrid (híbrido),27.000€ - 30.000€ b/a,indefinido,"pilar, ines, amparo",ciberseguridad,Híbrido,madrid,27000.0,30000.0,28500.0,False
especialista en ciberseguridad-sailpoint,serem,madrid - españa,,indefinido,"sailpoint, identityiq, identitynow",ciberseguridad,No especificado,madrid,,,,False
técnico ciberseguridad siem,sopra steria,madrid - españa,,indefinido,"ciberseguridad, siem",ciberseguridad,No especificado,madrid,,,,False
cybersecurity & compliance specialist,airbus,albacete - españa,,indefinido,"ciberseguridad, cissp, cisa",ciberseguridad,No especificado,albacete,,,,False
analista de ciberseguridad,santander,madrid - españa,,indefinido,"ciberseguridad, sast",ciberseguridad,No especificado,madrid,,,,False
técnico/a de seguridad,arelance,madrid - españa,,indefinido,"bastinado, hardening, active directory",ciberseguridad,No especificado,madrid,,,,False
técnico/a sistemas experto/a en redes y seguridad,alcampo,madrid (híbrido),,indefinido,"gaia, fortigate, fortianalyzer",ciberseguridad,Híbrido,madrid,,,,False
consultor/a ciberseguridad grc (part-is),sopra steria,albacete - españa,,indefinido,"ciberseguridad, grc",ciberseguridad,No especificado,albacete,,,,False
tecnico-seguimiento de riesgo tecnologico,cajamar tecnología,almería (híbrido),,indefinido,"teams, sharepoint, rgpd",ciberseguridad,Híbrido,almería,,,,False
gestor especialista en ciberseguridad,serem,barcelona - españa,,indefinido,"siem, edr, iam",ciberseguridad,No especificado,barcelona,,,,False
cibersecurity consultant (inglés b2/c1),cas training,madrid (híbrido),24.000€ - 30.000€ b/a,indefinido,"ciberseguridad, grc",ciberseguridad,Híbrido,madrid,24000.0,30000.0,27000.0,False
técnico/a senior de seguridad de identidad,serem,100% en remoto,,indefinido,"ssl, troubleshotting, epp",ciberseguridad,En Remoto,100% en remoto,,,,False
técnico/a de seguridad perimetral,serem,madrid (híbrido),,indefinido,"f5, palo alto, fortinet",ciberseguridad,Híbrido,madrid,,,,False
técnico/a ciberseguridad dlp,sopra steria,madrid - españa,,indefinido,"ciberseguridad, dlp, purview",ciberseguridad,No especificado,madrid,,,,False
analista de seguridad de la información,gmv,madrid (híbrido),,indefinido,"ens, nis2, iso27001",ciberseguridad,Híbrido,madrid,,,,False
consultor/a senior de ciberseguridad ens,atos,madrid (híbrido),,indefinido,"ciberseguridad, ens",ciberseguridad,Híbrido,madrid,,,,False
grc cybersecurity specialist (iso 27001)  aviation,wamos air,madrid (híbrido),,indefinido,"ciberseguridad, iso 27001, grc",ciberseguridad,Híbrido,madrid,,,,False
analista junior - seguridad proyectos it,baoss,madrid - españa,,indefinido,"analisis funcional, ciberseguridad",ciberseguridad,No especificado,madrid,,,,False
cyberark pam specialist,panel sistemas informáticos,100% en remoto,,indefinido,"cyberark, powershell, python",ciberseguridad,En Remoto,100% en remoto,,,,False
administración de ciberseguridad grc,seidorcons,barcelona - españa,,indefinido,"ciberseguridad, grc",ciberseguridad,No especificado,barcelona,,,,False
consultor/a de ciberseguridad,gmv,madrid (híbrido),,indefinido,ciberseguridad,ciberseguridad,Híbrido,madrid,,,,False
ingeniero/a de pki,gmv,madrid (híbrido),,indefinido,"ciberseguridad, pki, criptografía",ciberseguridad,Híbrido,madrid,,,,False
security architect / cloud security engineer,grupo digital,100% en remoto,,indefinido,"kubernetes, aws",ciberseguridad,En Remoto,100% en remoto,,,,False
consultor/a junior de ciberseguridad,gmv,madrid (híbrido),,indefinido,ciberseguridad,ciberseguridad,Híbrido,madrid,,,,False
analista de inteligencia ciberseguridad,cajamar tecnología,almería (híbrido),,indefinido,"dora, swift, pci",ciberseguridad,Híbrido,almería,,,,False
project manager (ciberseguridad),sopra steria,alicante (híbrido),,indefinido,"project manager, agile, scrum",ciberseguridad,Híbrido,alicante,,,,False
ingeniero de ciberseguridad,arelance,madrid - españa,30.000€ - 39.000€ b/a,indefinido,"ansible, linux, bash",ciberseguridad,No especificado,madrid,30000.0,39000.0,34500.0,False
técnico seguridad y ciberseguridad junior,aguas de burgos,burgos (presencial),39.000€ - 45.000€ b/a,indefinido,"firewall, ids/ips, vpn",ciberseguridad,Presencial,burgos,39000.0,45000.0,42000.0,False
técnico/a - riesgos it y ciberseguridad,baoss,madrid - españa,,indefinido,"ciberseguridad, iso, grc",ciberseguridad,No especificado,madrid,,,,False
técnico/a grc - riesgos it y cumplimiento,baoss,madrid - españa,,indefinido,"grc, ciberseguridad, iso",ciberseguridad,No especificado,madrid,,,,False
it security lead (vallés occidental),michael page,barcelona - españa,,indefinido,iso 27001,ciberseguridad,No especificado,barcelona,,,,False
manager de ciberseguridad,gmv,madrid - españa,,indefinido,ciberseguridad,ciberseguridad,No especificado,madrid,,,,False
personal técnico - purple team (ciberseguridad),cajamar tecnología,almeria - almería (híbrido),,indefinido,"mitre att&ck, siem, xsiam",ciberseguridad,Híbrido,almeria - almería,,,,False
pentester senior,gmv,madrid (híbrido),,indefinido,"pentesting, waf, active directory",ciberseguridad,Híbrido,madrid,,,,False
service manager soc/cert,gmv,valladolid (híbrido),,indefinido,"siem, splunk, qradar",ciberseguridad,Híbrido,valladolid,,,,False
cyberark engineer - empresa final,michael page,madrid - españa,36.000€ - 60.000€ b/a,indefinido,"cyberark, jenkins, gitlab",ciberseguridad,No especificado,madrid,36000.0,60000.0,48000.0,False
microsoft cloud security engineer,devoteam,barcelona (presencial),,indefinido,"microsoft, windows server, ad",ciberseguridad,Presencial,barcelona,,,,False
ciso/cto/it project manager - freelance,michael page,barcelona - españa,,temporal,"itil, pmp",ciberseguridad,No especificado,barcelona,,,,False
tecnico seguridad y automatizacion jr,grupo digital,100% en remoto,,indefinido,"ciberseguridad, automatizacion, python",ciberseguridad,En Remoto,100% en remoto,,,,False
manager ciberseguridad - estrategia,ey,madrid (híbrido),,indefinido,"ciberseguridad, gdpr, ens",ciberseguridad,Híbrido,madrid,,,,False
prácticas consultoría ciberseguridad,ey,barcelona - españa,,prácticas,ciberseguridad,ciberseguridad,No especificado,barcelona,,,,False
consultoría riesgo tecnológico,cajamar tecnología,almería (híbrido),,indefinido,"crisc, cism, cissp",ciberseguridad,Híbrido,almería,,,,False
responsable de sistemas (h/m),michael page,álava - españa,,indefinido,"sql server, sap, ciberseguridad",ciberseguridad,No especificado,álava,,,,False
#core: network security engineer,airbus,albacete - españa,,indefinido,"firewalls, proxies, lan",ciberseguridad,No especificado,albacete,,,,False
especialista en seguridad y cifrado corporativo.,baoss,madrid - españa,,indefinido,"vormetric, thales ciphertrust manager",ciberseguridad,No especificado,madrid,,,,False
l1 soc analyst,ust,100% en remoto,,indefinido,"siem, ciberseguridad, palo alto",ciberseguridad,En Remoto,100% en remoto,,,,False
especialista en ciberseguridad - cyberark,atos,madrid - españa,,indefinido,cyberark,ciberseguridad,No especificado,madrid,,,,False
it risk manager,hays,100% en remoto,,indefinido,"ciberseguridad, grc, archer",ciberseguridad,En Remoto,100% en remoto,,,,False
senior cybersecurity operations engineer - ods,santander,madrid - españa,,indefinido,"splunk, qradar, microsoft sentinel",ciberseguridad,No especificado,madrid,,,,False
cybersecurity engineer,hays,barcelona (híbrido),,indefinido,"ciberseguridad, siem",ciberseguridad,Híbrido,barcelona,,,,False
ténico/a seguridad microsoft,grupo sermicro,madrid (híbrido),,indefinido,"defender, sentinel, intune",ciberseguridad,Híbrido,madrid,,,,False
it risk junior,ey,madrid (híbrido),,indefinido,ciberseguridad,ciberseguridad,Híbrido,madrid,,,,False
cybersecurity consultant,gfr technologies se,madrid (híbrido),,indefinido,"ciberseguridad, iam, nist",ciberseguridad,Híbrido,madrid,,,,False
cybersecurity engineer,hays,barcelona - españa,45.000€ - 60.000€ b/a,indefinido,"ciberseguridad, azure, purview",ciberseguridad,No especificado,barcelona,45000.0,60000.0,52500.0,False
cybersecurity expert consultant,plexus,100% en remoto,,indefinido,ciberseguridad,ciberseguridad,En Remoto,100% en remoto,,,,False
cybersecurity architect,plexus,madrid - españa,,indefinido,"ciberseguridad, siem",ciberseguridad,No especificado,madrid,,,,False
it risk expert / consultor riesgos,michael page,madrid (híbrido),,indefinido,ciberseguridad,ciberseguridad,Híbrido,madrid,,,,False
is compliance and risk/ is grc consultant,michael page,100% en remoto,,indefinido,"iso 27001, nis2, isms",ciberseguridad,En Remoto,100% en remoto,,,,False
consultor/a junior de ciberseguridad ens,atos,madrid (híbrido),,indefinido,"ciberseguridad, ens",ciberseguridad,Híbrido,madrid,,,,False
especialista en infraestructuras siem,gmv,madrid (híbrido),,indefinido,"siem, qradar",ciberseguridad,Híbrido,madrid,,,,False
cybersecurity architect,airbus,madrid - españa,,indefinido,"pki, cryptography, iam",ciberseguridad,No especificado,madrid,,,,False
operador/a l2 de ciberseguridad,gmv,madrid (presencial),,indefinido,"ciberseguridad, windows, linux",ciberseguridad,Presencial,madrid,,,,False
analista ciberseguridad junior,second window,madrid - españa,,indefinido,ciberseguridad,ciberseguridad,No especificado,madrid,,,,False
beca ciberseguridad,bnp paribas,madrid - españa,,indefinido,ciberseguridad,ciberseguridad,No especificado,madrid,,,,False
analistas y consultant - salesforce security,accenture,madrid - españa,,indefinido,"salesforce, saas, appomni",ciberseguridad,No especificado,madrid,,,,False
resp. monitorización ciberseguridad,cajamar tecnología,almería (híbrido),,indefinido,"siem, xsiam, mitre att&ck",ciberseguridad,Híbrido,almería,,,,False
especialista ciberseguridad n3,seidorcons,barcelona - españa,,indefinido,ciberseguridad,ciberseguridad,No especificado,barcelona,,,,False
bcc - arquitectura de ciberseguridad,cajamar tecnología,madrid (presencial),,indefinido,"ccsp, ciberseguridad, cspm",ciberseguridad,Presencial,madrid,,,,False
qa tester junior,sosmatic,manresa - barcelona - españa,18.000€ - 21.000€ b/a,indefinido,"qa, mysql, mongodb",tester,No especificado,manresa - barcelona,18000.0,21000.0,19500.0,False
qa tester especializado en wealth,panel sistemas informáticos,100% en remoto,,indefinido,"qa, postman, sql",tester,En Remoto,100% en remoto,,,,False
technical lead qa tester,serem,barcelona - españa,,indefinido,"qa, sql, kpi",tester,No especificado,barcelona,,,,False
qa tester senior - api testing,baoss,madrid - españa,,indefinido,"qa, testing",tester,No especificado,madrid,,,,False
qa tester accesibilidad,ust,100% en remoto,,indefinido,"qa, jira, confluence",tester,En Remoto,100% en remoto,,,,False
qa tester 100 % remoto,digital talent agency,100% en remoto,,indefinido,"qa, jmeter, appium",tester,En Remoto,100% en remoto,,,,False
qs & software tester (automatización),cib labs,100% en remoto,,indefinido,"jira, kiwi, selenium",tester,En Remoto,100% en remoto,,,,False
qa manual tester / inglés b2,panel sistemas informáticos,madrid (presencial),,indefinido,"selenium, jira, bugzilla",tester,Presencial,madrid,,,,False
qa / tester de sistemas críticos,panel sistemas informáticos,getafe - madrid (híbrido),,indefinido,"python, c, c++",tester,Híbrido,getafe - madrid,,,,False
qa tester - automatización,arelance,100% en remoto,27.000€ - 36.000€ b/a,indefinido,"jmeter, selenium, webdriver",tester,En Remoto,100% en remoto,27000.0,36000.0,31500.0,False
qa tester (automático),hays,100% en remoto,36.000€ - 45.000€ b/a,indefinido,"selenium, jmeter",tester,En Remoto,100% en remoto,36000.0,45000.0,40500.0,False
qa tester con francés,sopra steria,valencia - españa,,indefinido,"hp alm, selenium",tester,No especificado,valencia,,,,False
qa applications support junior,sosmatic,barcelona (híbrido),18.000€ - 21.000€ b/a,indefinido,"qa, mysql, mongodb",tester,Híbrido,barcelona,18000.0,21000.0,19500.0,False
test manager - ai-native development,astrazeneca,barcelona (híbrido),,indefinido,"testing, java, node",tester,Híbrido,barcelona,,,,False
qa engineer. inglés c1,second window,100% en remoto,,indefinido,"qa, testing",tester,En Remoto,100% en remoto,,,,False
ingeniero/a sénior atm,gmv,madrid (híbrido),,indefinido,"vsphere, docker, kubernetes",tester,Híbrido,madrid,,,,False
ingeniero/a qa,gmv,madrid (híbrido),,indefinido,"qa, unix, selenium",tester,Híbrido,madrid,,,,False
coordinador/a de verificacion,gmv,madrid (híbrido),,indefinido,"doors, jira, redmine",tester,Híbrido,madrid,,,,False
técnico/a soporte junior genesys cloud cx,cas training,madrid (híbrido),24.000€ - 27.000€ b/a,indefinido,"genesys cloud, aws",junior,Híbrido,madrid,24000.0,27000.0,25500.0,False
técnico/a de automatización junior,hays,madrid (presencial),,indefinido,"automatización, mecatrónica",junior,Presencial,madrid,,,,False
ingeniero/a de diseño mecánico junior,hays,madrid - españa,,indefinido,solidworks,junior,No especificado,madrid,,,,False
ai project manager junior,knowmad mood,baleares (híbrido),,indefinido,project manager,junior,Híbrido,baleares,,,,False
ingeniero junior. centro de control,page personnel,madrid - españa,,temporal,ingenieria,junior,No especificado,madrid,,,,False
ingeniero/a producto junior,page personnel,madrid - españa,30.000€ - 36.000€ b/a,indefinido,cad,junior,No especificado,madrid,30000.0,36000.0,33000.0,False
ingeniero/a de software junior con c++,gmv,valladolid (híbrido),,indefinido,"c++, linux, misra c",junior,Híbrido,valladolid,,,,False
junior project manager (temporary 1 year),michael page,madrid - españa,,temporal,"bi, sql",junior,No especificado,madrid,,,,False
backend java junior (apis),baoss,madrid (híbrido),,indefinido,"api, java, pingid",junior,Híbrido,madrid,,,,False
ingeniero/a junior telecomunicaciones ims/volte,panel sistemas informáticos,100% en remoto,,indefinido,"ims, volte, voip",junior,En Remoto,100% en remoto,,,,False
desarrollador junior murex,pss,madrid (híbrido),21.000€ - 27.000€ b/a,indefinido,"murex, java, sql",junior,Híbrido,madrid,21000.0,27000.0,24000.0,False
ingeniero junior mantenimiento,hays,huelva - españa,21.000€ - 30.000€ b/a,indefinido,"gmao, excel",junior,No especificado,huelva,21000.0,30000.0,25500.0,False
ingeniero/a estructuras junior,page personnel,valencia - españa,36.000€ - 39.000€ b/a,indefinido,"sap2000, idea statica, tekla",junior,No especificado,valencia,36000.0,39000.0,37500.0,False
trade marketing junior (fmcg),page personnel,barcelona (presencial),,indefinido,"marketing, excel, powerpoint",junior,Presencial,barcelona,,,,False
junior it support - help desk,ey,madrid (híbrido),,indefinido,"soporte, microinformática",junior,Híbrido,madrid,,,,False
consultor junior sap pp funcional,michael page,barcelona - españa,27.000€ - 33.000€ b/a,indefinido,sap,junior,No especificado,barcelona,27000.0,33000.0,30000.0,False
"junior developer (.net, angular/react)",gmv,madrid (híbrido),,indefinido,"c#, .net, angular",junior,Híbrido,madrid,,,,False
asesor comercial junior,f24 servicios de comunicación,madrid (presencial),,indefinido,"salesforce, excel, word",junior,Presencial,madrid,,,,False
ingeniero/a junior proyectos industriales,page personnel,sevilla - españa,,indefinido,industrial,junior,No especificado,sevilla,,,,False
soporte it junior,hays,barcelona - españa,,indefinido,"microsoft 365, windows server",junior,No especificado,barcelona,,,,False
programador/a plc junior,hays,zaragoza - españa,,indefinido,"plc, hmi, scada",junior,No especificado,zaragoza,,,,False
técnico de soporte junior,grupo moraval,madrid (presencial),,indefinido,"ticketing, office 365, windows",junior,Presencial,madrid,,,,False
python developer junior - fast api - ia,knowmad mood,100% en remoto,,indefinido,"python, fastapi, git",junior,En Remoto,100% en remoto,,,,False
consultor/a junior de continuidad,michael page,madrid (híbrido),24.000€ - 27.000€ b/a,indefinido,"iso 22301, iso 19011",junior,Híbrido,madrid,24000.0,27000.0,25500.0,False
junior back and front developers,plexus,madrid (híbrido),,indefinido,"java, microservices, angular",junior,Híbrido,madrid,,,,False
junior back-end and front-end,plexus,madrid (híbrido),,indefinido,"java, microservices, angular",junior,Híbrido,madrid,,,,False
junior java developer,plexus,madrid (híbrido),,indefinido,java,junior,Híbrido,madrid,,,,False
java junior programmer,plexus,100% en remoto,,indefinido,"java, spring",junior,En Remoto,100% en remoto,,,,False
junior java programmer,plexus,madrid - españa,,indefinido,"java, spring",junior,No especificado,madrid,,,,False
soporte técnico genesys cloud cx (junior / n3),grupo ns,100% en remoto,30.000€ - 42.000€ b/a,indefinido,"genesys cloud, cloud, aws",junior,En Remoto,100% en remoto,30000.0,42000.0,36000.0,False
analista de datos junior (power bi),hays,navarra (híbrido),27.000€ - 30.000€ b/a,indefinido,"power bi, dax, power query",junior,Híbrido,navarra,27000.0,30000.0,28500.0,False
ingeniero/a de puesta en marcha junior,hays,álava - españa,,indefinido,"ingenieria, electronica",junior,No especificado,álava,,,,False
analista java junior,sg tech,a coruña (híbrido),,indefinido,"java, power bi",junior,Híbrido,a coruña,,,,False
junior ai engineer,menhir ai,madrid - españa,,indefinido,"python, langchain, langgraph",junior,No especificado,madrid,,,,False
técnico/a junior o semitécnico mecánico,michael page,huesca - españa,,indefinido,"autocad, solidworks, tekla",junior,No especificado,huesca,,,,False
ingeniero/a junior - empresa industrial,michael page,álava (presencial),,indefinido,"lean, 5s, kaizen",junior,Presencial,álava,,,,False
consultor/a implantador/a junior eisi hotel,eisi soft,madrid - españa,,indefinido,software,junior,No especificado,madrid,,,,False
satellite operations engineer junior,page personnel,barcelona - españa,30.000€ - 39.000€ b/a,indefinido,satellite,junior,No especificado,barcelona,30000.0,39000.0,34500.0,False
ingeniero/a de software .net junior,gmv,valladolid (híbrido),,indefinido,".net, c#, mvc",junior,Híbrido,valladolid,,,,False
técnico/a de compras junior,michael page,madrid (híbrido),,indefinido,"sap, dynamics, excel",junior,Híbrido,madrid,,,,False
ingeniero/a electrónico/a junior,michael page,zaragoza (presencial),,indefinido,"stm32, arduino, c",junior,Presencial,zaragoza,,,,False
pmo junior - gestión de proyectos it,baoss,madrid - españa,,indefinido,"pmo, scrum, kanban",junior,No especificado,madrid,,,,False
servicenow junior developer,julius baer,madrid - españa,,indefinido,"servicenow, itsm",junior,No especificado,madrid,,,,False
rpa junior developer with italian,ey,málaga - españa,,indefinido,"rpa, powerautomate, uipath",junior,No especificado,málaga,,,,False
ios junior developer,santander,madrid - españa,,indefinido,"swift, ios",junior,No especificado,madrid,,,,False
programador/a junior con francés,sopra steria,barcelona - españa,,indefinido,"java, .net",junior,No especificado,barcelona,,,,False
calidad junior,michael page,zaragoza - españa,,indefinido,calidad,junior,No especificado,zaragoza,,,,False
ingeniero/a junior de software,gmv,madrid (híbrido),,indefinido,"java, javascript, python",junior,Híbrido,madrid,,,,False
desarrollo software junior,indra sistemas,torrejón de ardoz - madrid españa,,a determinar,"c++, c, java",junior,No especificado,torrejón de ardoz - madrid españa,,,,False
programador/a cobol junior con francés,sopra steria,valencia - españa,,indefinido,cobol,junior,No especificado,valencia,,,,False
programadores java/j2ee junior frances,sopra steria,valencia - españa,,a determinar,"java, j2ee, javascript",junior,No especificado,valencia,,,,False
