titulo,empresa,ubicacion,salario,tipo_contrato,skills,busqueda
Director/a de IT (Servicios B2B),Michael Page,Barcelona - España,,Indefinido,"Business Central, Power BI, Cloud",business-intelligence
AMAZON Vendor & Seller,Page Personnel,Barcelona - España,,Indefinido,"Amazon Business, Amazon Advertising, Excel",business-intelligence
Project Manager IT,Michael Page,Zaragoza - España,,Indefinido,"Navision, Business Central, API",business-intelligence
KAM Amazon,Michael Page,Barcelona - España,,Indefinido,"Amazon Business, Excel, Power BI",business-intelligence
Consultor/a Junior IT - Septiembre,Deloitte,Zaragoza - España,,Indefinido,"Dynamics 365, Business Central, Power BI",business-intelligence
Business Intelligence SAP BO Consultant,Grupo Digital,Barcelona (Presencial),,Indefinido,"sap bi, sap",business-intelligence
"Project manager SI (ERP, MRP, CRM)",Social You,MARTORELLES - Barcelona (Presencial),45.000€ - 54.000€ b/a,Indefinido,"ERP, CRM, MRP",business-intelligence
Senior Data Architect (Azure + Databricks),GlobalSysInfo,Barcelona (Híbrido),30.000€ - 60.000€ b/a,Indefinido,"Azure Storage, Azure Data Factory, Databricks",business-intelligence
Consultor/a de Estrategia y Transformación,Digital Talent Agency,A Coruña (Presencial),30.000€ - 36.000€ b/a,Indefinido,"excel, power point, power bi",business-intelligence
Consultores y Especialistas Microsoft Dynamics 365,Serem,Madrid - España,,Indefinido,"Dynamics 365, Power Platform, Cloud",business-intelligence
Analista Desarrollador/a BI,Sopra Steria,Madrid (Híbrido),,Indefinido,"BI, SQL, ETL",business-intelligence
Frontend Developer (HTML/CSS) - Diseño Responsive,knowmad mood,Baleares (Presencial),,Indefinido,"HTML5, CSS3, WCAG",business-intelligence
Analista Hub Digitalización/Diseño de procesos,Cajamar Tecnología,Almería - España,,Indefinido,"Power BI, SQL, RPA",business-intelligence
Jefe de Proyecto de Banca Digital,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Power BI, PMP, Scrum Master",business-intelligence
Personal Técnico Proxy PO,Cajamar Tecnología,Almería - España,,Indefinido,"Qlik, Power BI, Obiee",business-intelligence
Project Manager,HAYS,Madrid (Híbrido),,A determinar,"Office, Excel, PowerPoint",business-intelligence
BA Servicenow,Michael Page,Madrid (Híbrido),54.000€ - 72.000€ b/a,Indefinido,"SAP, HANA, Servicenow",business-intelligence
Ingeniero de Ciberseguridad - SDS,Santander,Madrid - España,,Indefinido,"Ciberseguridad, CIS, CSA",business-intelligence
Mobile Developer (Android & iOS),Page Personnel,Barcelona (Híbrido),,Indefinido,"Android, Kotlin, Java",business-intelligence
QA Manager and Automation Lead,UST,Madrid - España,,Indefinido,"quality assurance, java, javascript",business-intelligence
Analista Funcional - Negocio y Rentabilidad,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Excel, Power BI, SQL",business-intelligence
Jefe de Proyecto - ETL y Arquitecturas Cloud,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"DevOps, CI/CD, Power BI",business-intelligence
Técnico de Datos - ETL y Arquitecturas Cloud,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"ETL, SQL, Azure",business-intelligence
Coordinador/a de Servicios (Ciberseguridad),Aubay,Barcelona - España,,Indefinido,"Ciberseguridad, ISMS, ISO",business-intelligence
Freelance POWER BI - Remoto - 10h/semana,Michael Page,100% En remoto,,Temporal,"Power BI, DAX",business-intelligence
Data Analytics Consultant,Accenture,Madrid - España,,Indefinido,"SQL, Qlik",business-intelligence
Consultor/a Financiero,Baoss,Madrid (Híbrido),,Indefinido,"ERP, Power BI",business-intelligence
Consultor/a de Credit Management,Baoss,Madrid - España,,Indefinido,"Power BI, QlikView, Cognos",business-intelligence
Consultor/a Internacional (Inglés + idiomas),Apeiron Sumus,Barranco Grande - Sta. Cruz De Tenerife (Presencial),,Indefinido,"Azure, Microsoft Office, Power BI",business-intelligence
Analista Funcional - Reporte Regulatorio,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Power BI, SQL",business-intelligence
Técnico de Datos ETL y Arquitecturas Cloud (HUB),Cajamar Tecnología,Almeria - Almería (Híbrido),,Indefinido,"PowerCenter, Talend, ETL",business-intelligence
Microsoft Dynamics 365 Developer,Serem,Madrid (Híbrido),,Indefinido,"Dynamics 365, Power Automate, Dataverse",business-intelligence
Técnico de Compliance IT y Seguridad,Baoss,Madrid - España,21.000€ - 45.000€ b/a,Indefinido,"MAGERIT, OCTAVE, NIST",business-intelligence
Senior Manager of Software Development,Amazon,Barcelona - España,,Indefinido,Agile,business-intelligence
CRM Manager fluent in English,Page Personnel,Barcelona (Híbrido),,Indefinido,"Salesforce Marketing Cloud, Jira, Tableau",business-intelligence
Responsable de Producción - Montaje Final,Michael Page,Álava - España,,Indefinido,"MES, Power BI, Lean",business-intelligence
Líder Banca Digital,Cajamar Tecnología,Almeria - Almería - España,,Indefinido,"PMP, ITIL, SCRUM MASTER",business-intelligence
Project Control Services Practitioner,CMV Consultores,100% En remoto,27.000€ - 33.000€ b/a,Indefinido,"Atlassian, Jira, Confluence",business-intelligence
Tecnico Cumplimiento Normativo-Prevención Fraude,Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Data Warehouse, Data Lake, Data Fabrik",business-intelligence
Senior Infrastructure Delivery Manager,EPAM,Málaga - España,,Indefinido,"Microsoft 365, M365, Windows",business-intelligence
CRM Manager fluent in English,Michael Page,Barcelona (Híbrido),,Indefinido,"Salesforce Marketing Cloud, Jira, Tableau",business-intelligence
Data Management Platform (CDE) Lead/Owner,Axpo Group,Madrid (Híbrido),,Indefinido,"Autodesk Forma, Dalux, Trimble",business-intelligence
Analista datos Sr con discapacidad,Page Personnel,Madrid (Híbrido),36.000€ - 54.000€ b/a,Indefinido,"SQL server, Power BI",business-intelligence
Técnico de Soporte - Sistemas Logísticos,CBL Informática,Basauri - Bizkaia - España,,Indefinido,"Windows, Office, helpdesk",business-intelligence
Microsoft Dynamics 365 Developer,Page Personnel,Madrid (Híbrido),33.000€ - 42.000€ b/a,Indefinido,"Dynamics 365, Power Platform, C#",business-intelligence
"DBA, Cuadros de Mando y Reporting",Grupo Digital,León (Híbrido),,Indefinido,"sql, python, excel",business-intelligence
Senior Data Analytics - Snowflake & Power BI,Michael Page,Madrid (Híbrido),,Indefinido,"Power BI, Snowflake, SQL",business-intelligence
Analista de Datos para Área RRHH (h/m),Michael Page,Navarra - España,36.000€ - 45.000€ b/a,Indefinido,"Power BI, Excel, SQL",business-intelligence
Técnico/a cau administrador ITSM,Grupo Sermicro,Madrid (Presencial),,A determinar,"ITSM, ITIL, HELIX",business-intelligence
Ingeniero/a de Producción,Michael Page,Álava - España,,Indefinido,"LEAN, Office",business-intelligence
.Net Developer - Senior - EY GDS Spain - Hybrid,EY,Málaga (Híbrido),,Indefinido,.NET,business-intelligence
Ingeniero/a de Calidad Senior,Page Personnel,Castellón - España,,Indefinido,"calidad, Office, Excel",business-intelligence
Ingeniero/a de producción,Page Personnel,Valencia - España,27.000€ - 33.000€ b/a,Indefinido,"Excel, Power BI",business-intelligence
Jefe de proyecto HUB Digitalización de Procesos,Cajamar Tecnología,Almería - España,,Indefinido,"Scrum, Kanban, PMI",business-intelligence
Senior AI Consultant - Python / PySpark / AWS,GlobalSysInfo,Madrid (Híbrido),30.000€ - 54.000€ b/a,Indefinido,"AWS, PySpark, Python",programador
Desarrollador/a Senior Backend Java,Baoss,Alicante - España,,Indefinido,"Java, Spring",programador
Desarrollador/a Front,Serem,100% En remoto,,Indefinido,"angular, javascript, sass",programador
Fullstack (Java/Angular),Second Window,100% En remoto,,Indefinido,"Java, Spring, microservicios",programador
Programadores Python,Seltime,100% En remoto,27.000€ - 33.000€ b/a,Indefinido,"Python, Flask, Django",programador
Programador/a Fullstack Java Angular,CAS TRAINING,100% En remoto,24.000€ - 27.000€ b/a,Indefinido,"java, spring, typescript",programador
Profesional Backend Java Microservicios (Remoto),Serem,100% En remoto,36.000€ - 36.000€ b/a,Indefinido,"Java, Spring Boot, Microservicios",programador
Developer Fullstack .NET,Social You,100% En remoto,36.000€ - 45.000€ b/a,Indefinido,"asp .net, .NET Core, owasp",programador
Desarrollador Java / Microservicios,Arelance,100% En remoto,30.000€ - 36.000€ b/a,Indefinido,"java, spring, git",programador
Programadores y Analistas Java,Arelance,100% En remoto,30.000€ - 36.000€ b/a,Indefinido,"java, sql, git",programador
Desarrollador Python,Social You,100% En remoto,36.000€ - 42.000€ b/a,Indefinido,"python, fastapi, postgresql",programador
Oportunidades IT,Social You,Madrid (Híbrido),36.000€ - 48.000€ b/a,Indefinido,"java, microservicios, qa",programador
Backend Junior,Social You,Barcelona (Híbrido),24.000€ - 30.000€ b/a,Indefinido,"python, sql, rpa",programador
GIS Python Developer,Serem,Sevilla - España,30.000€ - 33.000€ b/a,Indefinido,"Python, JavaScript, React",programador
Software Engineer - Java / Spring Boot,CMV Consultores,Madrid (Híbrido),30.000€ - 36.000€ b/a,Indefinido,"java, spring boot, springbach",programador
Programador de aplicaciones web,5 Digital Street,Sevilla (Presencial),,Indefinido,"Python, SQL, Docker",programador
AI Engineer (3D Modeling & Computer Vision),Arelance,100% En remoto,21.000€ - 30.000€ b/a,Indefinido,"Python, Pytorch, Computer Vision",programador
Desarrollador/a Fullstack Java JSF,Digital Talent Agency,100% En remoto,,Indefinido,"java, jsf, rest",programador
Desarrollador/a Senior Fullstack Java,Digital Talent Agency,100% En remoto,,Indefinido,"java, spring, angular",programador
Desarrollador/a REACT NATIVE (INGLÉS ALTO),CAS TRAINING,100% En remoto,33.000€ - 36.000€ b/a,Indefinido,"REACT NATIVE, GRAPHQL, REST APIs",programador
Desarrollador/a de Software C++,CMV Consultores,San Fernando de Henares - Madrid (Híbrido),39.000€ - 42.000€ b/a,Indefinido,"C, C++, EMV",programador
Salesforce Developer,CMV Consultores,Madrid (Híbrido),27.000€ - 30.000€ b/a,Indefinido,"Salesforce Service Cloud, Apex, LWC",programador
Desarrollador/a Senior Oracle APEX,Grupo Digital,Granada (Híbrido),,Indefinido,"oracle, apex",programador
Desarrollador/a Python (Automatización),Serem,Madrid (Híbrido),,Indefinido,"Python, Git, Bitbucket",programador
Desarrollador/a Java - Microservicios,Serem,Madrid - España,,Indefinido,"java, microservicios, maven",programador
Programador/a Servicenow,Serem,100% En remoto,,Indefinido,"servicenow, ITSM, Javascript",programador
Backend Developer Java,CMV Consultores,Barcelona (Híbrido),,Indefinido,"kafka, microservicios, java",programador
Desarrollador/a RPG Mainframe,CMV Consultores,100% En remoto,,Indefinido,"AS400, IBM, RPG",programador
Desarrolladores Backend (Node + TypeScript) + IA,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Node.js, TypeScript, JavaScript",programador
Analista Programador Java Senior,Serem,Madrid - España,,Indefinido,"java, sql, javascript",programador
Consultor SAP - Diferentes Módulos,Serem,Madrid - España,,Indefinido,"Sap FI/CO, Sap MM, Sap",programador
Consultor - Programador/a Java Spring,Digital Talent Agency,Madrid (Híbrido),,Indefinido,"java, spring, oracle",programador
Software Engineer .NET - Industrial Systems,Digital Talent Agency,Burgos - España,,Indefinido,".NET, ASP.NET Core, C#",programador
Desarrollador React Native,Serem,Madrid - España,,Indefinido,"React, React Native, SSR",programador
AS400,Arelance,100% En remoto,30.000€ - 39.000€ b/a,Indefinido,"COBOL400, AS400, CL400",programador
Desarrollador Python,Arelance,Barcelona (Híbrido),30.000€ - 36.000€ b/a,Indefinido,"PYTHON, FASTAPI, FLASK",programador
FullStack Developer (Angular / Java),Serem,Barcelona (Híbrido),,Indefinido,"Java, Angular, Spring Boot",programador
Front-End Architect,Plexus,Madrid - España,,Indefinido,"Angular, HTML5, CSS3",programador
Senior Java AWS Developer,Plexus,Madrid (Híbrido),,Indefinido,"Java, Spring Boot, JPA",programador
Java Developer Sr.-Microservices/Spring Boot,Serem,Madrid (Híbrido),30.000€ - 36.000€ b/a,Indefinido,"Java, Maven, Spring",programador
"Developer Java (Oracle, HTML, CSS)",Serem,Madrid (Híbrido),24.000€ - 27.000€ b/a,Indefinido,"Java, spring, Oracle",programador
Desarrollador/a Java,Serem,Madrid (Híbrido),,Indefinido,"java, spring, angular",programador
Desarrollador Java,Serem,Sevilla - España,,Indefinido,"java, sql, javascript",programador
Desarrollador Fullstack,Randstad ES,Barcelona - España,,Indefinido,"php, CSS3, HTML5",programador
Desarrollador/a Blue Prism + Inglés,Sopra Steria,Madrid - España,,Indefinido,"Blue Prism, RPA",programador
Backend Java Senior Developer,Page Personnel,Barcelona (Híbrido),,Indefinido,"Java, Spring, APIs REST",programador
Desarrollador/a Apigee,Sopra Steria,Madrid - España,,Indefinido,"Apigee, RESTful",programador
Ingeniero/a Gobierno del Dato e IA,Arelance,Madrid (Híbrido),33.000€ - 42.000€ b/a,Indefinido,"data, ia, datagovernance",programador
Java + React +IA,knowmad mood,100% En remoto,,Indefinido,"java, react",programador
Fullstack PHP (Laravel) - Vue,knowmad mood,Madrid (Híbrido),,Indefinido,"PHP, Laravel, Vue",programador
Junior Front end Developer (React/Typescript),Talan,100% En remoto,,Indefinido,"React, Typescript",programador
Desarrollador VHDL,Sopra Steria,Madrid - España,,Indefinido,"VHDL, DOORS",programador
Senior Software Engineer,Factorial,Madrid - España,,Indefinido,"Ruby, react",programador
Frontend Developer,Accenture,Girona - España,,Indefinido,"react, javaScript, HTML5",programador
Android Developer,Accenture,100% En remoto,,Indefinido,"Kotlin, Android",programador
Senior Fullstack Engineer - Lending Team,Ebury,Madrid (Híbrido),,Indefinido,"Python, Django, Node.js",programador
CORE DIGITAL CAMPUS - SAP Developer (f/m/d),Airbus,Albacete - España,,Indefinido,"sap, hana, fiori",programador
"Senior Java Engineer (Kafka, Grafana, Prometheus)",knowmad mood,100% En remoto,,Indefinido,"java, Kafka, Grafana",programador
Junior Software Engineer,Ebury,Madrid (Híbrido),,Indefinido,"Python, Java, Go",programador
Software Engineer for Aircraft Simulator,Airbus,Madrid - España,,Indefinido,"C++, Python, Jenkins",programador
Senior Software Engineer (FinCore),Ebury,Málaga (Híbrido),,Indefinido,"Python, Jenkins, Terraform",programador
Ingeniero/a Software Java,knowmad mood,100% En remoto,,Indefinido,"java SQL, Docker, Kubernetes",programador
Développeur Fullstack Java / Vue.js,Talan,Barcelona - España,,Indefinido,"Java, Spring, Spring Boot",programador
Full Stack Developer React,knowmad mood,100% En remoto,,Indefinido,"java, spring, react",programador
Junior Artificial Intelligence Engineer,sg tech,100% En remoto,,Indefinido,"Python, TensorFlow, PyTorch",programador
Senior Java Software Engineer,Santander,Madrid - España,,Indefinido,"Java, Spring Boot, Quarkus",programador
"Technical Lead (Java, microservices)",UST,100% En remoto,,Indefinido,"java, spring boot, jpa",programador
Technical Lead Frontend IA,GFR Technologies SE,Madrid - España,,Indefinido,"angular, TypeScript, HTML",programador
Senior Software Engineer (m/f/d),BASF,Guadalajara - España,,Indefinido,"angular, .net, C#",programador
AI Engineer (Semipresencial),knowmad mood,Sevilla (Híbrido),,Indefinido,"LangChain, LlamaIndex, Python",programador
Desarrollador/a ADA,Sopra Steria,Madrid - España,,Indefinido,"ADA, C",programador
Programador/a .NET,sg tech,Sevilla - España,21.000€ - 39.000€ b/a,Indefinido,".net, angular",programador
.NET Senior / Tech Lead Developer,sg tech,Madrid (Híbrido),,Indefinido,"C#, .NET, ASP.NET Core",programador
Salesforce Technical Lead,GFR Technologies SE,Barcelona - España,,Indefinido,Salesforce,programador
Java Backend Developer,EY,Málaga (Híbrido),,Indefinido,"java, spring",programador
Full Stack Developer NodeJs / Angular,EY,Málaga (Híbrido),,Indefinido,"node, angular, TypeScript",programador
Desarrollador/a Fullstack Java,CAS TRAINING,Málaga (Híbrido),,Indefinido,"Java, Angular, Kafka",analista-programador
Analista Funcional Banca,Arelance,Madrid (Híbrido),30.000€ - 36.000€ b/a,Indefinido,"COBOL, CICS, JCL",analista-programador
Analista Programador/a Cobol Mainframe,sg tech,100% En remoto,,Indefinido,"COBOL, IMS, DB2",analista-programador
Tech Lead M365 (Power Platform & AI),knowmad mood,Madrid (Híbrido),,Indefinido,"Power Platform, Dataverse, SharePoint",analista-programador
Analista Programador Natural/Adabas,Arelance,100% En remoto,24.000€ - 30.000€ b/a,Indefinido,"Adabas, Natural",analista-programador
Perfil Senior Fullstack Java + IA Generativa,Digital Talent Agency,100% En remoto,,Indefinido,"java, spring, angular",analista-programador
Analista Programador/a Java,Baoss,Madrid - España,,Indefinido,"Java, Spring, Oracle",analista-programador
Backend Developer NodeJS con Inglés,Digital Talent Agency,Barcelona (Híbrido),,Indefinido,"Node, javascript, typescript",analista-programador
Analista Programador Java (Team Lead),CMV Consultores,Madrid (Híbrido),,Indefinido,"JAVA, spring, Oracle",analista-programador
Analista PL1,Baoss,Barcelona - España,,Indefinido,PL1,analista-programador
Java Spring Boot y Spring MVC Developer,PANEL Sistemas Informáticos,Madrid (Presencial),,Indefinido,"java, Spring Boot, MVC",analista-programador
Analista Programador OBIEE,Baoss,100% En remoto,,Indefinido,"OBIEE, ODI",analista-programador
Senior FullStack Angular/NodeJS,Grupo Sermicro,100% En remoto,,Indefinido,"Node, Angular, MongoDB",analista-programador
Ingeniero C/C++ (sistemas distribuidos),Arelance,100% En remoto,42.000€ - 48.000€ b/a,Indefinido,"c, c++, python",analista-programador
Desarrollador/a REACT inglés,CAS TRAINING,Madrid (Híbrido),30.000€ - 42.000€ b/a,Indefinido,"REACT, JAVASCRIPT, TYPESCRIPT",analista-programador
"Desarrollador/ Backend Java, APX y ASO",PSS,100% En remoto,24.000€ - 30.000€ b/a,Indefinido,"Java, APX, ASO",analista-programador
Analista de desarrollo Oracle,Arelance,100% En remoto,33.000€ - 36.000€ b/a,Indefinido,"PL/SQL, Oracle, APEX",analista-programador
Analista Programador/a java,Second Window,Madrid (Híbrido),,Indefinido,"java, Jenkins, JPA",analista-programador
Programador orientado a BACK-END,AGENCIA EUROPA PRESS,Madrid - España,,Indefinido,"ASP.NET, .net, Web API",analista-programador
Ingeniero/a Backend Java SpringBoot,CAS TRAINING,100% En remoto,,Indefinido,"Java, SpringBoot, APIs REST",analista-programador
Desarrollador/a Java Oracle,CAS TRAINING,100% En remoto,30.000€ - 42.000€ b/a,Indefinido,"JAVA, ORACLE, SQL",analista-programador
Programador/a JAVA KAFKA,CAS TRAINING,100% En remoto,30.000€ - 48.000€ b/a,Indefinido,"JAVA, SPRINGBOOT, APIS",analista-programador
Analista Cobol,Digital Talent Agency,Madrid (Híbrido),,Indefinido,"cobol, jcl, db2",analista-programador
Analista Programador Cobol y JCL,Grupo NS,Madrid (Híbrido),30.000€ - 33.000€ b/a,Indefinido,"COBOL, BANCA, DB2",analista-programador
Ingeniero/a de Soporte de Pipelines - CI/CD,PANEL Sistemas Informáticos,Madrid (Híbrido),,Indefinido,"CI/CD, TeamCity, Jenkins",analista-programador
Analista Programador COBOL/AS400,Serem,Madrid (Híbrido),,Indefinido,"COBOL, AS400",analista-programador
Analista Programador/a Cobol en Remoto,Digital Talent Agency,100% En remoto,,Indefinido,"cobol, db2, mainframe",analista-programador
Programadores Java,Seltime,100% En remoto,,Indefinido,"Java, SpringBoot, Angular",analista-programador
Analista Programador/a Mainframe COBOL-DB2,Arelance,Bilbao - Bizkaia - España,33.000€ - 39.000€ b/a,Indefinido,"cobol, DB2, Mainframe",analista-programador
.NET Developer - Cliente final,Page Personnel,Madrid (Híbrido),30.000€ - 42.000€ b/a,Indefinido,"C#, .NET, APIs",analista-programador
Java Technical Architect / Senior Backend Engineer,PANEL Sistemas Informáticos,Madrid (Híbrido),,Indefinido,"java, microservicios, spring",analista-programador
Desarrollador/a Full-Stack ERP,Miroytengo,Alquerías Del Niño Perdido - Castellón España,,A determinar,"PHP, Symphony, Twig",analista-programador
Analista Programador/a Python (Data),Inkoova,Barcelona (Híbrido),,Indefinido,"Python, SQL, Git",analista-programador
Desarrollador/a Moodle,Baoss,100% En remoto,,Indefinido,"PHP, Moodle",analista-programador
Snowflake Developer,PANEL Sistemas Informáticos,Madrid (Híbrido),,Indefinido,"Snowflake, IDMC, SQL",analista-programador
Analista Programador/a Full-stack,Aubay,Barcelona (Híbrido),,Indefinido,"java, angular",analista-programador
Arquitecto/a Soluciones Software/Sistemas Defensa,Grupo NS,Madrid (Híbrido),39.000€ - 54.000€ b/a,Indefinido,"NAF v4, UAF, MBSE",analista-programador
Analista Programador .Net (jornada intensiva),Second Window,presencial Madrid - Madrid (Presencial),36.000€ - 39.000€ b/a,Indefinido,".Net, C#, MVC",analista-programador
Senior Backend Developer Java,VERSUS E - LEARNING GROUP,Bormujos - Sevilla - España,30.000€ - 36.000€ b/a,Indefinido,"Java, Spring Boot, Microservicios",analista-programador
"Full Stack Engineer (React.js, Node.js)",Page Personnel,100% En remoto,60.000€ - 72.000€ b/a,Indefinido,"React, TypeScript, JavaScript",analista-programador
Analista Programador/a Frontend Angular,Aubay,Barcelona (Híbrido),,Indefinido,"Angular, JavaScript",analista-programador
Analista Programador/a Front Angular Material   RE,Digital Talent Agency,100% En remoto,,Indefinido,"angular, github, copilot",analista-programador
Arquitecto/a de Datos,CAS TRAINING,Barcelona (Híbrido),30.000€ - 39.000€ b/a,Indefinido,"sql, modelado",analista-programador
Desarrollador/a Java,CAS TRAINING,Madrid - España,,Indefinido,"java, spring, microservicios",analista-programador
Desarrollador/a java angular,CAS TRAINING,100% En remoto,30.000€ - 42.000€ b/a,Indefinido,"JAVA, SPRINGBOOT, ANGULAR",analista-programador
Desarrollador/a Node/Angular/Typescript,Grupo NS,Barcelona (Híbrido),,Indefinido,"angular, AWS, docker",analista-programador
"Analista Funcional Banca Créditos, Jira",Serem,Barcelona (Híbrido),,Indefinido,"Cobol, jira",analista-programador
Backend Developer Node.js o .NET 8 / ASP.NET / IA,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Node.js, .NET, ASP.NET Core",analista-programador
Fullstack Java/Angular,Grupo NS,100% En remoto,,Indefinido,"java, angular, kafka",analista-programador
Programador/a Java. Ingles Alto,Grupo NS,100% En remoto,45.000€ - 54.000€ b/a,Indefinido,"java, oracle",analista-programador
Programador/a Angular Material (Java/IA),Grupo NS,100% En remoto,39.000€ - 45.000€ b/a,Indefinido,"java, angular, jenkins",analista-programador
Fullstack Node.js/Angular,HAYS,Barcelona (Híbrido),,Indefinido,"Node.js, Angular, APIs",analista-programador
Analista Programador/Funcional Cobol,PSS,100% En remoto,30.000€ - 33.000€ b/a,Indefinido,"Cobol, SQL, Unix",analista-programador
Analista programador en ASP.net,Accuro Technology,Madrid (Híbrido),30.000€ - 36.000€ b/a,Indefinido,".net, asp.net",analista-programador
Senior Full Stack Developer,Oxon Epidemiology,Madrid (Híbrido),,Indefinido,"Node.js, JavaScript, React",analista-programador
Tech Lead - Analista de Integración,Chakray,Alicante (Híbrido),,Indefinido,"WSO2, API, Gravitee",arquitecto-tic
Software Engineer Appian,EXDESIS,Madrid (Híbrido),,Indefinido,"Appian, SQL, IA",arquitecto-tic
Solutions Architect Specialist,UST,100% En remoto,,Indefinido,"BPMN, javascript, angular",arquitecto-tic
Solution Architect - AWS,CMV Consultores,Barcelona (Híbrido),45.000€ - 48.000€ b/a,Indefinido,"AWS, Solution Architecture, Cloud",arquitecto-tic
Arquitecto SAP Basis,Serem,100% En remoto,,Indefinido,"SAP Basis, SAP ECC, HANA",arquitecto-tic
Platform Architect (DevOps),knowmad mood,100% En remoto,,Indefinido,"Google Cloud Platform, Azure, Kubernetes",arquitecto-tic
IT Solution Architect,BASF,Madrid (Híbrido),,Indefinido,agile,arquitecto-tic
Technology Cloud Architect,Accenture,Madrid - España,,Indefinido,"AWS, Azure, Google Cloud Platform",arquitecto-tic
Integration Solution Architect / System,sg tech,Madrid - España,,Indefinido,"AWS, APIs REST, SOAP",arquitecto-tic
Arquitecto/a Infraestructura IT,CMV Consultores,100% En remoto,,Indefinido,"Jira, ITSM",arquitecto-tic
Ingeniero/a de software backend,GMV,Madrid (Híbrido),,Indefinido,"Java, Microservicios, Kafka",arquitecto-tic
Embedded Platform Support Software Architect,Airbus,Madrid - España,,Indefinido,"Python, linux",arquitecto-tic
Ingeniero/a Arquitecto/a de Datos,Grupo Digital,Barcelona (Híbrido),,Indefinido,"datos, data",arquitecto-tic
Arquitecto/a de Observabilidad,Grupo Digital,Barcelona (Híbrido),,Indefinido,"observabilidad, cloud",arquitecto-tic
SW Engineer (C++/C#/Python),Page Personnel,Barcelona (Híbrido),,Indefinido,"C#, C++, Python",arquitecto-tic
Arquitecto Servicios Arquitectura Datos (Big Data),Cajamar Tecnología,Almería (Híbrido),,Indefinido,"Oracle, SQL Server, PostgreSQL",arquitecto-tic
Genesys Cloud Architect / Developer,PANEL Sistemas Informáticos,100% En remoto,,Indefinido,"Genesys Cloud CX, Genesys Pure Connect, ivr",arquitecto-tic
A/C Security Architect (d/f/m),Airbus,Madrid - España,,Indefinido,"MAGERIT, PILAR, NIST",arquitecto-tic
Solution Architect Canales asistidos,UST,Madrid (Híbrido),,Indefinido,"solution architecture, cloud architecture",arquitecto-tic
Sr. Software Development Engineer,Amazon,Madrid - España,,Indefinido,"Java, C++, C#",arquitecto-tic
Technical Lead - Adobe Experience Manager,Michael Page,España,,Indefinido,"Adobe Experience Manager, AEM",arquitecto-tic
Cloud Lead - Solutions Architect ServiceNow,Cognizant Technology Solutions,Madrid - España,,Indefinido,ServiceNow,arquitecto-tic
Empleo Público – Arquitecturas Cloud,Universidad de Alicante,Alicante - España,,Indefinido,Cloud,arquitecto-tic
Senior Cloud Architect / Multi‑Cloud,Accenture,Madrid - España,,Indefinido,"AWS, Azure, GCP",arquitecto-tic
Typescript Archtect - AWS,Page Personnel,Madrid - España,72.000€ - 86.000€ b/a,Indefinido,"Typescrpt, AWS",arquitecto-tic
Arquitecto/a de ciberseguridad,GMV,Madrid (Híbrido),,Indefinido,"Ciberseguridad, Redes, Virtualización",arquitecto-tic
Arquitecto/a de ciberseguridad,Sopra Steria,Madrid - España,,Indefinido,"ciberseguridad, CISSP, EC Council",arquitecto-tic
IT Solution Architect for Document Management,Airbus,Madrid - España,,Indefinido,"FileNet, Java, Angular",arquitecto-tic
Arquitecto/a Soluciones AWS + Catalán,Grupo NS,100% En remoto,42.000€ - 54.000€ b/a,Indefinido,AWS,arquitecto-tic
SAP Solution Architect,Accenture,100% En remoto,,Indefinido,SAP,arquitecto-tic
Salesforce Architect,GFR Technologies SE,Barcelona - España,,Indefinido,"Salesforce, MuleSoft",arquitecto-tic
Arquitecto/a Cloud (AWS) en remoto,Digital Talent Agency,100% En remoto,,Indefinido,"AWS, CI/CD, Jenkins",arquitecto-tic
Arquitecto de Software Senior,CMV Consultores,Madrid (Híbrido),54.000€ - 72.000€ b/a,Indefinido,"Spring Boot, Kafka, NoSQL",arquitecto-tic
Cloud Architect,Michael Page,Barcelona - España,,Indefinido,"Azure, VMware, Terraform",arquitecto-tic
Arquitecto Empresarial,Michael Page,Zaragoza (Híbrido),,Indefinido,"TOGAF, DAMA, Azure",arquitecto-tic
Lead Solution Architect SAP QM,Michael Page,Barcelona (Híbrido),,Indefinido,"SAP QM, SAP MM, SAP PP",arquitecto-tic
ERP Solution Architect,Michael Page,España,,Indefinido,ERP,arquitecto-tic
Microsoft F&O Functional Architect,HAYS,Barcelona - España,,Indefinido,"Dynamics 365, Dynamics AX, Power Platform",arquitecto-tic
Lead Engineer/Solutions Architect EdTech,Page Personnel,Barcelona - España,80.000€ - 86.000€ b/a,Indefinido,"API, CI/CD, Cloud",arquitecto-tic
CTO / IT Digital Transformation Lead,Michael Page,Madrid - España,,Indefinido,"AI, Data Analytics, Cybersecurity",arquitecto-tic
Arquitecto de Soluciones Empresariales,Michael Page,Madrid (Híbrido),80.000€ - 86.000€ b/a,Indefinido,"Java, .NET, PHP",arquitecto-tic
